epoch,metrics/h_mean,metrics/p_exp,metrics/p_opt,metrics/train_loss,metrics/val_loss,step
9,,,,0.06457031518220901,,79
9,0.5135944485664368,0.416391521692276,0.6700000166893005,,0.07767578214406967,79
10,,,,0.06269530951976776,,80
10,,,,0.06418945640325546,,81
10,,,,0.05668945237994194,,82
10,,,,0.07017578184604645,,83
10,,,,0.06820312142372131,,84
10,,,,0.06768554449081421,,85
10,,,,0.07103515416383743,,86
10,,,,0.06557617336511612,,87
10,0.5285263061523438,0.4552065134048462,0.6299999952316284,,0.07957031577825546,87
11,,,,0.06805664300918579,,88
11,,,,0.06322265416383743,,89
11,,,,0.07464843988418579,,90
11,,,,0.060859374701976776,,91
11,,,,0.06917968392372131,,92
11,,,,0.06531249731779099,,93
11,,,,0.054667968302965164,,94
11,,,,0.07068359106779099,,95
11,0.5709043741226196,0.44694918394088745,0.7900000214576721,,0.0756542980670929,95
12,,,,0.06340820342302322,,96
12,,,,0.05973632633686066,,97
12,,,,0.060576170682907104,,98
12,,,,0.05916015803813934,,99
12,,,,0.07147461175918579,,100
12,,,,0.05743164196610451,,101
12,,,,0.06779296696186066,,102
12,,,,0.07695312798023224,,103
12,0.5542484521865845,0.424000084400177,0.800000011920929,,0.07137694954872131,103
13,,,,0.06916992366313934,,104
13,,,,0.06638672202825546,,105
13,,,,0.05218749865889549,,106
13,,,,0.07288085669279099,,107
13,,,,0.06994140893220901,,108
13,,,,0.05928710848093033,,109
13,,,,0.06672851741313934,,110
13,,,,0.06329101324081421,,111
13,0.5682562589645386,0.4502805769443512,0.7699999809265137,,0.07660156488418579,111
14,,,,0.06094726547598839,,112
14,,,,0.06874023377895355,,113
14,,,,0.06950195133686066,,114
14,,,,0.07032226771116257,,115
14,,,,0.05673827975988388,,116
14,,,,0.06256835907697678,,117
14,,,,0.06693359464406967,,118
14,,,,0.05567382648587227,,119
14,0.5545328259468079,0.43651920557022095,0.7599999904632568,,0.0754687488079071,119
15,,,,0.06676758080720901,,120
15,,,,0.05791992321610451,,121
15,,,,0.06988281011581421,,122
15,,,,0.05952148512005806,,123
15,,,,0.06525390595197678,,124
15,,,,0.05878906324505806,,125
15,,,,0.06948242336511612,,126
15,,,,0.06195312365889549,,127
15,0.5682716369628906,0.4537917375564575,0.7599999904632568,,0.07186523079872131,127
16,,,,0.06086914241313934,,128
16,,,,0.07553710788488388,,129
16,,,,0.0615234375,,130
16,,,,0.07322265952825546,,131
16,,,,0.062236327677965164,,132
16,,,,0.06177734211087227,,133
16,,,,0.061699219048023224,,134
16,,,,0.061503905802965164,,135
16,0.5696594715118408,0.4555642604827881,0.7599999904632568,,0.07536132633686066,135
17,,,,0.06191406399011612,,136
17,,,,0.06276366859674454,,137
17,,,,0.06700195372104645,,138
17,,,,0.06514648348093033,,139
17,,,,0.06825195252895355,,140
17,,,,0.06844726204872131,,141
17,,,,0.06481445580720901,,142
17,,,,0.05916992202401161,,143
17,0.6003753542900085,0.47354376316070557,0.8199999928474426,,0.07280273735523224,143
18,,,,0.06191406399011612,,144
18,,,,0.07608398795127869,,145
18,,,,0.057373046875,,146
18,,,,0.06804687529802322,,147
18,,,,0.06250976771116257,,148
18,,,,0.05653320252895355,,149
18,,,,0.06639648228883743,,150
18,,,,0.06842773407697678,,151
18,0.5609861612319946,0.4680379033088684,0.699999988079071,,0.07924804836511612,151
19,,,,0.0632617175579071,,152
19,,,,0.060917969793081284,,153
19,,,,0.06565430015325546,,154
19,,,,0.05921874940395355,,155
19,,,,0.06696289032697678,,156
19,,,,0.06841796636581421,,157
19,,,,0.06956055015325546,,158
19,,,,0.05552734434604645,,159
19,0.5350103974342346,0.4292224049568176,0.7099999785423279,,0.07310546934604645,159
20,,,,0.06832031160593033,,160
20,,,,0.054960936307907104,,161
20,,,,0.05985351651906967,,162
20,,,,0.07427734136581421,,163
20,,,,0.06609375029802322,,164
20,,,,0.06524413824081421,,165
20,,,,0.06200195476412773,,166
20,,,,0.0654003918170929,,167
20,0.5796529054641724,0.4425043761730194,0.8399999737739563,,0.07349609583616257,167
21,,,,0.06487304717302322,,168
21,,,,0.06034179776906967,,169
21,,,,0.06373047083616257,,170
21,,,,0.06920898705720901,,171
21,,,,0.06652344018220901,,172
21,,,,0.06343749910593033,,173
21,,,,0.05943359434604645,,174
21,,,,0.06170898303389549,,175
21,0.5549978613853455,0.4370957612991333,0.7599999904632568,,0.0739453136920929,175
22,,,,0.06481445580720901,,176
22,,,,0.0676562488079071,,177
22,,,,0.05875976383686066,,178
22,,,,0.06569335609674454,,179
22,,,,0.05575195327401161,,180
22,,,,0.06597656011581421,,181
22,,,,0.06426757574081421,,182
22,,,,0.07138671725988388,,183
22,0.5499209761619568,0.4448404312133789,0.7200000286102295,,0.0774218738079071,183
23,,,,0.07216797024011612,,184
23,,,,0.06690429896116257,,185
23,,,,0.06683593988418579,,186
23,,,,0.06998047232627869,,187
23,,,,0.06045898422598839,,188
23,,,,0.06918945163488388,,189
23,,,,0.055400390177965164,,190
23,,,,0.05922851711511612,,191
23,0.5658164024353027,0.4407435953617096,0.7900000214576721,,0.07362304627895355,191
24,,,,0.06573241949081421,,192
24,,,,0.06319335848093033,,193
24,,,,0.07030273228883743,,194
24,,,,0.06748046725988388,,195
24,,,,0.06499999761581421,,196
24,,,,0.05802734196186066,,197
24,,,,0.0556640625,,198
24,,,,0.05770507827401161,,199
24,0.5429800152778625,0.4255240261554718,0.75,,0.07281249761581421,199
25,,,,0.057060547173023224,,200
25,,,,0.058906249701976776,,201
25,,,,0.06505859643220901,,202
25,,,,0.06717773526906967,,203
25,,,,0.06566406041383743,,204
25,,,,0.06715819984674454,,205
25,,,,0.06069336086511612,,206
25,,,,0.061992187052965164,,207
25,0.5999017357826233,0.4763467013835907,0.8100000023841858,,0.06931640952825546,207
26,,,,0.06141601502895355,,208
26,,,,0.06487304717302322,,209
26,,,,0.06492187827825546,,210
26,,,,0.06782226264476776,,211
26,,,,0.05889648571610451,,212
26,,,,0.05923828110098839,,213
26,,,,0.07210937142372131,,214
26,,,,0.06340820342302322,,215
26,0.589374840259552,0.4854150116443634,0.75,,0.07703124731779099,215
27,,,,0.06209960952401161,,216
27,,,,0.06546875089406967,,217
27,,,,0.06148437410593033,,218
27,,,,0.06724609434604645,,219
27,,,,0.06628905981779099,,220
27,,,,0.06148437410593033,,221
27,,,,0.05973632633686066,,222
27,,,,0.061503905802965164,,223
27,0.5819319486618042,0.4480269253253937,0.8299999833106995,,0.07861328125,223
28,,,,0.06397461146116257,,224
28,,,,0.06352539360523224,,225
28,,,,0.06095702946186066,,226
28,,,,0.06190429627895355,,227
28,,,,0.06026367098093033,,228
28,,,,0.06408203393220901,,229
28,,,,0.07000976800918579,,230
28,,,,0.061796873807907104,,231
28,0.589292049407959,0.45681214332580566,0.8299999833106995,,0.07581054419279099,231
29,,,,0.06483398377895355,,232
29,,,,0.06241210922598839,,233
29,,,,0.06305664032697678,,234
29,,,,0.052558593451976776,,235
29,,,,0.06386718899011612,,236
29,,,,0.06673827767372131,,237
29,,,,0.05830078199505806,,238
29,,,,0.05961913987994194,,239
29,0.5755695700645447,0.4560447037220001,0.7799999713897705,,0.07176757603883743,239
30,,,,0.05615234375,,240
30,,,,0.0634472668170929,,241
30,,,,0.06122070178389549,,242
30,,,,0.06511718779802322,,243
30,,,,0.06729492545127869,,244
30,,,,0.06756836175918579,,245
30,,,,0.06211914122104645,,246
30,,,,0.059882812201976776,,247
30,0.60011887550354,0.48765695095062256,0.7799999713897705,,0.07239257544279099,247
31,,,,0.06088867038488388,,248
31,,,,0.06813476234674454,,249
31,,,,0.05791992321610451,,250
31,,,,0.06335937231779099,,251
31,,,,0.06498046964406967,,252
31,,,,0.06767578423023224,,253
31,,,,0.06071288883686066,,254
31,,,,0.059843748807907104,,255
31,0.5927222371101379,0.4673565626144409,0.8100000023841858,,0.07282226532697678,255
32,,,,0.062031250447034836,,256
32,,,,0.06795898079872131,,257
32,,,,0.06088867038488388,,258
32,,,,0.06636718660593033,,259
32,,,,0.060175780206918716,,260
32,,,,0.06215820461511612,,261
32,,,,0.06046874821186066,,262
32,,,,0.05826171860098839,,263
32,0.573147714138031,0.4434719979763031,0.8100000023841858,,0.07274413853883743,263
33,,,,0.06770507991313934,,264
33,,,,0.05443359538912773,,265
33,,,,0.06559570133686066,,266
33,,,,0.06894531100988388,,267
33,,,,0.06655273586511612,,268
33,,,,0.06144531071186066,,269
33,,,,0.05908203125,,270
33,,,,0.06338867545127869,,271
33,0.5783053040504456,0.443742036819458,0.8299999833106995,,0.07123047113418579,271
34,,,,0.061347655951976776,,272
34,,,,0.06413085758686066,,273
34,,,,0.06288085877895355,,274
34,,,,0.05386718735098839,,275
34,,,,0.06217773258686066,,276
34,,,,0.06706054508686066,,277
34,,,,0.05926757678389549,,278
34,,,,0.06696289032697678,,279
34,0.590042233467102,0.46737974882125854,0.800000011920929,,0.07271484285593033,279
35,,,,0.07152343541383743,,280
35,,,,0.06366211175918579,,281
35,,,,0.05234374850988388,,282
35,,,,0.05809570476412773,,283
35,,,,0.06498046964406967,,284
35,,,,0.06671874970197678,,285
35,,,,0.059882812201976776,,286
35,,,,0.05547851696610451,,287
35,0.5636010766029358,0.43504568934440613,0.800000011920929,,0.07667968422174454,287
36,,,,0.06327148526906967,,288
36,,,,0.06078125163912773,,289
36,,,,0.06180664151906967,,290
36,,,,0.05459960922598839,,291
36,,,,0.06611327826976776,,292
36,,,,0.06523437798023224,,293
36,,,,0.06211914122104645,,294
36,,,,0.061542969197034836,,295
36,0.5470367670059204,0.4410780668258667,0.7200000286102295,,0.0737011730670929,295
37,,,,0.058417968451976776,,296
37,,,,0.06475585699081421,,297
37,,,,0.05989257991313934,,298
37,,,,0.055156249552965164,,299
37,,,,0.05669922009110451,,300
37,,,,0.07341796904802322,,301
37,,,,0.07208984345197678,,302
37,,,,0.06664062291383743,,303
37,0.5794436931610107,0.45421791076660156,0.800000011920929,,0.07208007574081421,303
38,,,,0.05547851696610451,,304
38,,,,0.06732422113418579,,305
38,,,,0.06010742112994194,,306
38,,,,0.06547851860523224,,307
38,,,,0.05752929672598839,,308
38,,,,0.06682617217302322,,309
38,,,,0.06573241949081421,,310
38,,,,0.05879882723093033,,311
38,0.5997267961502075,0.4796504080295563,0.800000011920929,,0.0703125,311
39,,,,0.05867187678813934,,312
39,,,,0.05598632991313934,,313
39,,,,0.06577148288488388,,314
39,,,,0.07800780981779099,,315
39,,,,0.05820312350988388,,316
39,,,,0.056376952677965164,,317
39,,,,0.058867186307907104,,318
39,,,,0.0644238293170929,,319
39,0.5741789937019348,0.4613727331161499,0.7599999904632568,,0.07414062321186066,319
40,,,,0.06329101324081421,,320
40,,,,0.06319335848093033,,321
40,,,,0.06767578423023224,,322
40,,,,0.05904296785593033,,323
40,,,,0.06485351920127869,,324
40,,,,0.053925782442092896,,325
40,,,,0.06646484136581421,,326
40,,,,0.06968750059604645,,327
40,0.5721507668495178,0.45875921845436096,0.7599999904632568,,0.07264648377895355,327
41,,,,0.05748046934604645,,328
41,,,,0.06362304836511612,,329
41,,,,0.06694336235523224,,330
41,,,,0.0679003894329071,,331
41,,,,0.06425781548023224,,332
41,,,,0.06087890639901161,,333
41,,,,0.06867187470197678,,334
41,,,,0.05815429612994194,,335
41,0.5470982789993286,0.4532321095466614,0.6899999976158142,,0.07768554985523224,335
42,,,,0.05252929776906967,,336
42,,,,0.06395507603883743,,337
42,,,,0.058857422322034836,,338
42,,,,0.06356444954872131,,339
42,,,,0.06541991978883743,,340
42,,,,0.060322266072034836,,341
42,,,,0.06255859136581421,,342
42,,,,0.07048828154802322,,343
42,0.5448277592658997,0.43112117052078247,0.7400000095367432,,0.07648437470197678,343
43,,,,0.06368163973093033,,344
43,,,,0.06503906100988388,,345
43,,,,0.06670898199081421,,346
43,,,,0.06260742247104645,,347
43,,,,0.05922851711511612,,348
43,,,,0.06191406399011612,,349
43,,,,0.06302734464406967,,350
43,,,,0.06740234047174454,,351
43,0.5724495053291321,0.45556914806365967,0.7699999809265137,,0.07523437589406967,351
44,,,,0.062470704317092896,,352
44,,,,0.06949219107627869,,353
44,,,,0.06231445446610451,,354
44,,,,0.06687500327825546,,355
44,,,,0.0659472644329071,,356
44,,,,0.05479492247104645,,357
44,,,,0.057500001043081284,,358
44,,,,0.06059570237994194,,359
44,0.5480633974075317,0.43180137872695923,0.75,,0.07163085788488388,359
45,,,,0.06064452975988388,,360
45,,,,0.062285155057907104,,361
45,,,,0.058173827826976776,,362
45,,,,0.06211914122104645,,363
45,,,,0.0654003918170929,,364
45,,,,0.06598632782697678,,365
45,,,,0.06964843720197678,,366
45,,,,0.06233398616313934,,367
45,0.586169958114624,0.4694993495941162,0.7799999713897705,,0.07359375059604645,367
46,,,,0.060322266072034836,,368
46,,,,0.053251951932907104,,369
46,,,,0.07110351324081421,,370
46,,,,0.06537109613418579,,371
46,,,,0.06558594107627869,,372
46,,,,0.06193359196186066,,373
46,,,,0.05598632991313934,,374
46,,,,0.06483398377895355,,375
46,0.5871546864509583,0.45130807161331177,0.8399999737739563,,0.07074218988418579,375
47,,,,0.06111328303813934,,376
47,,,,0.06531249731779099,,377
47,,,,0.06142578274011612,,378
47,,,,0.06386718899011612,,379
47,,,,0.06707031279802322,,380
47,,,,0.05682617053389549,,381
47,,,,0.05951171740889549,,382
47,,,,0.06601562350988388,,383
47,0.5942464470863342,0.4726775884628296,0.800000011920929,,0.07240234315395355,383
48,,,,0.06302734464406967,,384
48,,,,0.06596679985523224,,385
48,,,,0.059326171875,,386
48,,,,0.058320313692092896,,387
48,,,,0.06013672053813934,,388
48,,,,0.06789062172174454,,389
48,,,,0.06245117262005806,,390
48,,,,0.05977538973093033,,391
48,0.5910258889198303,0.4588993191719055,0.8299999833106995,,0.07195312529802322,391
49,,,,0.05534179508686066,,392
49,,,,0.06000976637005806,,393
49,,,,0.07307617366313934,,394
49,,,,0.0679003894329071,,395
49,,,,0.06296875327825546,,396
49,,,,0.06697265803813934,,397
49,,,,0.05997070297598839,,398
49,,,,0.06278320401906967,,399
49,0.5892426371574402,0.4663771390914917,0.800000011920929,,0.07145507633686066,399
