epoch,metrics/h_mean,metrics/p_exp,metrics/p_opt,metrics/train_loss,metrics/val_loss,step
26,,,,0.06579101830720901,,210
26,,,,0.06720703095197678,,211
26,,,,0.07208984345197678,,212
26,,,,0.06683593988418579,,213
26,,,,0.06737304478883743,,214
26,,,,0.06374023109674454,,215
26,0.554070234298706,0.4828144311904907,0.6499999761581421,,0.08150390535593033,215
27,,,,0.06772460788488388,,216
27,,,,0.05716796964406967,,217
27,,,,0.07933593541383743,,218
27,,,,0.06610351800918579,,219
27,,,,0.06805664300918579,,220
27,,,,0.05601562559604645,,221
27,,,,0.07430663704872131,,222
27,,,,0.0700390636920929,,223
27,0.5245800018310547,0.4352704584598541,0.6600000262260437,,0.08080077916383743,223
28,,,,0.0715039074420929,,224
28,,,,0.06753906607627869,,225
28,,,,0.06512695550918579,,226
28,,,,0.07915039360523224,,227
28,,,,0.067626953125,,228
28,,,,0.05801757797598839,,229
28,,,,0.06655273586511612,,230
28,,,,0.06224609538912773,,231
28,0.526687502861023,0.4381801187992096,0.6600000262260437,,0.07665038853883743,231
29,,,,0.07135742157697678,,232
29,,,,0.07216797024011612,,233
29,,,,0.057988282293081284,,234
29,,,,0.07057616859674454,,235
29,,,,0.06950195133686066,,236
29,,,,0.06288085877895355,,237
29,,,,0.06787109375,,238
29,,,,0.06138671934604645,,239
29,0.5275267362594604,0.4309065639972687,0.6800000071525574,,0.07880859076976776,239
30,,,,0.07129883021116257,,240
30,,,,0.06043945252895355,,241
30,,,,0.070068359375,,242
30,,,,0.06192382797598839,,243
30,,,,0.05249999836087227,,244
30,,,,0.07451172173023224,,245
30,,,,0.07548828423023224,,246
30,,,,0.06934570521116257,,247
30,0.5496347546577454,0.4761182367801666,0.6499999761581421,,0.07916992157697678,247
31,,,,0.0702832043170929,,248
31,,,,0.06911132484674454,,249
31,,,,0.06214843690395355,,250
31,,,,0.06317383050918579,,251
31,,,,0.06922851502895355,,252
31,,,,0.06536132842302322,,253
31,,,,0.06758788973093033,,254
31,,,,0.07086914032697678,,255
31,0.5170226693153381,0.4209170639514923,0.6700000166893005,,0.07726562768220901,255
32,,,,0.06888671964406967,,256
32,,,,0.06569335609674454,,257
32,,,,0.06265625357627869,,258
32,,,,0.07113280892372131,,259
32,,,,0.07414062321186066,,260
32,,,,0.06574218720197678,,261
32,,,,0.05776367336511612,,262
32,,,,0.07437500357627869,,263
32,0.5140541791915894,0.4390321969985962,0.6200000047683716,,0.08292968571186066,263
33,,,,0.0737011730670929,,264
33,,,,0.07360351830720901,,265
33,,,,0.06302734464406967,,266
33,,,,0.07159179449081421,,267
33,,,,0.05946289002895355,,268
33,,,,0.07773437350988388,,269
33,,,,0.05958007648587227,,270
33,,,,0.060722656548023224,,271
33,0.5233709812164307,0.41110098361968994,0.7200000286102295,,0.08087890595197678,271
34,,,,0.06926757842302322,,272
34,,,,0.07146484404802322,,273
34,,,,0.06639648228883743,,274
34,,,,0.07411132752895355,,275
34,,,,0.06757812201976776,,276
34,,,,0.05619140714406967,,277
34,,,,0.06666015833616257,,278
34,,,,0.06167968735098839,,279
34,0.5547819137573242,0.4512368142604828,0.7200000286102295,,0.07740234583616257,279
35,,,,0.06605468690395355,,280
35,,,,0.059326171875,,281
35,,,,0.06781250238418579,,282
35,,,,0.06677734106779099,,283
35,,,,0.06310547143220901,,284
35,,,,0.05943359434604645,,285
35,,,,0.07075195014476776,,286
35,,,,0.07054687291383743,,287
35,0.5437098741531372,0.4486001133918762,0.6899999976158142,,0.08121094107627869,287
36,,,,0.06724609434604645,,288
36,,,,0.07301757484674454,,289
36,,,,0.06095702946186066,,290
36,,,,0.06971679627895355,,291
36,,,,0.06308593600988388,,292
36,,,,0.06384765356779099,,293
36,,,,0.06774414330720901,,294
36,,,,0.07067383080720901,,295
36,0.582316517829895,0.45775848627090454,0.800000011920929,,0.07291015982627869,295
37,,,,0.06486327946186066,,296
37,,,,0.07850585877895355,,297
37,,,,0.07046875357627869,,298
37,,,,0.07391601800918579,,299
37,,,,0.061650391668081284,,300
37,,,,0.06517577916383743,,301
37,,,,0.06931640952825546,,302
37,,,,0.06416992098093033,,303
37,0.5007900595664978,0.389845609664917,0.699999988079071,,0.08294922113418579,303
38,,,,0.06089843809604645,,304
38,,,,0.06244140490889549,,305
38,,,,0.06796874850988388,,306
38,,,,0.06851562857627869,,307
38,,,,0.07483398169279099,,308
38,,,,0.06810546666383743,,309
38,,,,0.06610351800918579,,310
38,,,,0.05793945491313934,,311
38,0.5445530414581299,0.4242776036262512,0.7599999904632568,,0.07905273139476776,311
39,,,,0.07081054896116257,,312
39,,,,0.06526367366313934,,313
39,,,,0.06757812201976776,,314
39,,,,0.07110351324081421,,315
39,,,,0.06688476353883743,,316
39,,,,0.07848633080720901,,317
39,,,,0.06478515267372131,,318
39,,,,0.053740233182907104,,319
39,0.530113160610199,0.409929096698761,0.75,,0.08026367425918579,319
40,,,,0.06352539360523224,,320
40,,,,0.05699218809604645,,321
40,,,,0.06447265297174454,,322
40,,,,0.06968750059604645,,323
40,,,,0.06516601890325546,,324
40,,,,0.06386718899011612,,325
40,,,,0.064697265625,,326
40,,,,0.07993163913488388,,327
40,0.579618513584137,0.457724004983902,0.7900000214576721,,0.08090820163488388,327
41,,,,0.07279296964406967,,328
41,,,,0.06374023109674454,,329
41,,,,0.06529296934604645,,330
41,,,,0.056904297322034836,,331
41,,,,0.06214843690395355,,332
41,,,,0.059013672173023224,,333
41,,,,0.07577148079872131,,334
41,,,,0.07332031428813934,,335
41,0.5191164612770081,0.41607293486595154,0.6899999976158142,,0.07709960639476776,335
42,,,,0.07062499970197678,,336
42,,,,0.06783203035593033,,337
42,,,,0.06945312768220901,,338
42,,,,0.06241210922598839,,339
42,,,,0.06554687768220901,,340
42,,,,0.06739258021116257,,341
42,,,,0.06910156458616257,,342
42,,,,0.06153320148587227,,343
42,0.5280345678329468,0.4494117498397827,0.6399999856948853,,0.07723632454872131,343
43,,,,0.059355467557907104,,344
43,,,,0.06826172024011612,,345
43,,,,0.06284179538488388,,346
43,,,,0.07526367157697678,,347
43,,,,0.06547851860523224,,348
43,,,,0.06728515774011612,,349
43,,,,0.06332030892372131,,350
43,,,,0.07195312529802322,,351
43,0.5372624397277832,0.4484228491783142,0.6700000166893005,,0.07875976711511612,351
44,,,,0.0732714831829071,,352
44,,,,0.06717773526906967,,353
44,,,,0.06337890774011612,,354
44,,,,0.06983398646116257,,355
44,,,,0.06241210922598839,,356
44,,,,0.06550781428813934,,357
44,,,,0.06530273705720901,,358
44,,,,0.07433594018220901,,359
44,0.524291455745697,0.42276203632354736,0.6899999976158142,,0.08548828214406967,359
45,,,,0.07177734375,,360
45,,,,0.06800781190395355,,361
45,,,,0.07122070342302322,,362
45,,,,0.06391601264476776,,363
45,,,,0.06872070580720901,,364
45,,,,0.07062499970197678,,365
45,,,,0.06506835669279099,,366
45,,,,0.07138671725988388,,367
45,0.5741345882415771,0.5141276717185974,0.6499999761581421,,0.07382812350988388,367
46,,,,0.07355468720197678,,368
46,,,,0.060566406697034836,,369
46,,,,0.06147461012005806,,370
46,,,,0.06412109732627869,,371
46,,,,0.06384765356779099,,372
46,,,,0.06916015595197678,,373
46,,,,0.06656250357627869,,374
46,,,,0.06928710639476776,,375
46,0.5105125308036804,0.4203146696090698,0.6499999761581421,,0.08392578363418579,375
47,,,,0.06416992098093033,,376
47,,,,0.06717773526906967,,377
47,,,,0.07414062321186066,,378
47,,,,0.06789062172174454,,379
47,,,,0.06098632887005806,,380
47,,,,0.06591796875,,381
47,,,,0.06460937857627869,,382
47,,,,0.07510742545127869,,383
47,0.5000041127204895,0.39205050468444824,0.6899999976158142,,0.08402343839406967,383
48,,,,0.06467773765325546,,384
48,,,,0.058564454317092896,,385
48,,,,0.07342773675918579,,386
48,,,,0.08009765297174454,,387
48,,,,0.06760742515325546,,388
48,,,,0.0725390613079071,,389
48,,,,0.06685546785593033,,390
48,,,,0.0724804699420929,,391
48,0.5052075386047363,0.42628180980682373,0.6200000047683716,,0.07866211235523224,391
49,,,,0.06673827767372131,,392
49,,,,0.06530273705720901,,393
49,,,,0.06311523169279099,,394
49,,,,0.07236327975988388,,395
49,,,,0.07091797143220901,,396
49,,,,0.076171875,,397
49,,,,0.06553710997104645,,398
49,,,,0.06529296934604645,,399
49,0.5770894289016724,0.4545775353908539,0.7900000214576721,,0.08113281428813934,399
